PERIODO	COMUNA	NÚMERO INCENDIOS FORESTALES	PINO INSIGNE 0 A 10 AÑOS	PINO INSIGNE 11 A 17 AÑOS	PINO INSIGNE 18 O MÁS AÑOS	PINO INSIGNE	EUCALIPTO	OTRAS SP.	TOTAL PLANTACIONES	ARBOLADO	MATORRAL	PASTIZAL	TOTAL NATURAL	TOTAL FORESTAL	TOTAL OTRAS SUPERFICIES	TOTAL SUPERFICIE AFECTADA
2006 - 2007	TORRES DEL PAYNE	2				0,00			0,00	4,00	2,00	5,01	11,01	11,01	0,00	11,01
2006 - 2007	PORVENIR	1				0,00			0,00		20,00		20,00	20,00	0,00	20,00
2006 - 2007	TIMAUKEL	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PRIMAVERA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	NAVARINO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	COLINA	38				0,00	0,40		0,40	1,00	43,42	71,98	116,40	116,80	0,00	116,80
2006 - 2007	LAMPA	42				0,00	4,60		4,60	1,00	8,32	53,43	62,75	67,35	0,00	67,35
2006 - 2007	TILTIL	9				0,00	0,30		0,30	0,01	2,54	5,69	8,24	8,54	0,00	8,54
2006 - 2007	PUENTE ALTO	15				0,00	0,61		0,61		1,36	6,87	8,23	8,84	0,00	8,84
2006 - 2007	PIRQUE	10				0,00	0,80	0,50	1,30	1,10	2,49	8,81	12,40	13,70	0,40	14,10
2006 - 2007	SAN JOSE DE MAIPO	6				0,00	0,50		0,50	0,15	1,35	3,61	5,11	5,61	0,00	5,61
2006 - 2007	SAN BERNARDO	37				0,00	0,58		0,58		7,32	26,79	34,11	34,69	0,00	34,69
2006 - 2007	BUIN	5				0,00			0,00		1,40	3,50	4,90	4,90	0,00	4,90
2006 - 2007	PAINE	7				0,00			0,00	0,50	3,76	10,54	14,80	14,80	0,00	14,80
2006 - 2007	CALERA DE TANGO	2				0,00			0,00		0,50	1,60	2,10	2,10	0,00	2,10
2006 - 2007	TALAGANTE	5				0,00			0,00		1,50	4,61	6,11	6,11	0,00	6,11
2006 - 2007	PENAFLOR	9				0,00	3,00	0,20	3,20	9,10	30,82	46,98	86,90	90,10	0,30	90,40
2006 - 2007	EL MONTE	2				0,00	0,20		0,20		0,80	2,00	2,80	3,00	0,00	3,00
2006 - 2007	ISLA DE MAIPO	2				0,00			0,00	0,50	1,00	0,80	2,30	2,30	0,00	2,30
2006 - 2007	PADRE HURTADO	4				0,00			0,00	1,00	1,90	4,90	7,80	7,80	0,00	7,80
2006 - 2007	MELIPILLA	92				0,00	9,84		9,84	21,00	87,87	144,14	253,01	262,85	0,70	263,55
2006 - 2007	MARIA PINTO	5				0,00			0,00	1,00	0,30	11,70	13,00	13,00	0,00	13,00
2006 - 2007	SAN PEDRO	22				0,00	2,50		2,50	10,10	76,33	96,57	183,00	185,50	0,40	185,90
2006 - 2007	CURACAVI	9				0,00			0,00	4,60	8,70	23,32	36,62	36,62	0,00	36,62
2006 - 2007	ALHUE	9				0,00			0,00	10,10	15,20	29,90	55,20	55,20	0,00	55,20
2006 - 2007	SANTIAGO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	INDEPENDENCIA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	RECOLETA	22				0,00	0,07		0,07	0,05	0,84	2,99	3,88	3,95	0,00	3,95
2006 - 2007	ESTACION CENTRAL	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CONCHALI	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	HUECHURABA	55				0,00	0,89	0,40	1,29	0,10	6,59	27,50	34,19	35,48	0,20	35,68
2006 - 2007	QUILICURA	19				0,00			0,00		2,46	11,27	13,73	13,73	0,00	13,73
2006 - 2007	RENCA	18				0,00	1,61		1,61		4,39	22,81	27,20	28,81	0,00	28,81
2006 - 2007	QUINTA NORMAL	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PUDAHUEL	46				0,00	1,20		1,20	0,50	7,10	31,87	39,47	40,67	2,00	42,67
2006 - 2007	CERRO NAVIA	1				0,00	0,10		0,10			0,10	0,10	0,20	0,00	0,20
2006 - 2007	LO PRADO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	MAIPU	12				0,00		0,30	0,30	2,00	7,10	15,65	24,75	25,05	0,00	25,05
2006 - 2007	PEDRO AGUIRRE  CERDA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CERRILLOS	1				0,00		0,20	0,20		0,10	1,70	1,80	2,00	0,00	2,00
2006 - 2007	LO ESPEJO 	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LA PINTANA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	EL BOSQUE	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LA FLORIDA	1				0,00			0,00		0,50	1,50	2,00	2,00	0,00	2,00
2006 - 2007	LA GRANJA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	MACUL	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PENALOLEN	14				0,00	2,00		2,00	0,10	1,80	3,66	5,56	7,56	0,00	7,56
2006 - 2007	LA REINA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PROVIDENCIA	3				0,00		0,01	0,01		0,30	0,79	1,09	1,10	0,00	1,10
2006 - 2007	ÑUÑOA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LAS CONDES	1				0,00			0,00		0,80	1,00	1,80	1,80	0,00	1,80
2006 - 2007	VITACURA	3				0,00	0,10		0,10		0,20	0,80	1,00	1,10	0,00	1,10
2006 - 2007	LO BARNECHEA	8				0,00			0,00		1,37	4,84	6,21	6,21	0,00	6,21
2005 - 2006	COPIAPO	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	CALDERA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	TIERRA AMARILLA	33				0,00			0,00			1,20	1,20	1,20	0,00	1,20
2005 - 2006	ALTO DEL CARMEN	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	FREIRINA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	HUASCO	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	VALLENAR	12				0,00			0,00			34,47	34,47	34,47	0,00	34,47
2005 - 2006	ANDACOLLO	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	COQUIMBO	3				0,00	0,10	7,50	7,60		37,50	315,40	352,90	360,50	0,00	360,50
2005 - 2006	LA HIGUERA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	LA SERENA	12				0,00	0,10	0,98	1,08	0,01	4,38	2,54	6,93	8,01	0,00	8,01
2005 - 2006	PAIHUANO	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	VICUNA	1				0,00			0,00	0,01	0,01	0,18	0,20	0,20	0,00	0,20
2005 - 2006	COMBARBALA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	MONTE PATRIA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	OVALLE	11				0,00	4,10		4,10		7,20	2,01	9,21	13,31	0,00	13,31
2005 - 2006	PUNITAQUI	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	RIO HURTADO	1				0,00			0,00	0,10		0,40	0,50	0,50	0,00	0,50
2005 - 2006	CANELA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	ILLAPEL	2				0,00			0,00			0,51	0,51	0,51	0,00	0,51
2005 - 2006	LOS VILOS	8				0,00	0,04		0,04	0,10	1,36	1,26	2,72	2,76	0,00	2,76
2005 - 2006	MINCHA															
2005 - 2006	SALAMANCA	1				0,00			0,00	3,00	5,00	5,00	13,00	13,00	0,00	13,00
2005 - 2006	CABILDO	5				0,00			0,00	4,00	19,00	27,03	50,03	50,03	0,00	50,03
2005 - 2006	LA LIGUA	43				0,00	3,32	1,00	4,32	10,00	53,47	69,66	133,13	137,45	0,00	137,45
2005 - 2006	PAPUDO	1				0,00			0,00		0,02	0,02	0,04	0,04	0,00	0,04
2005 - 2006	PETORCA	2				0,00			0,00		0,07	0,06	0,13	0,13	0,00	0,13
2005 - 2006	ZAPALLAR	3				0,00			0,00	20,00	20,70	61,65	102,35	102,35	0,00	102,35
2005 - 2006	CALLE LARGA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	LOS ANDES	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	RINCONADA	1				0,00			0,00		20,00	50,00	70,00	70,00	0,00	70,00
2005 - 2006	SAN ESTEBAN	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	CATEMU	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	LLAILLAY	6				0,00			0,00	8,00	115,50	165,50	289,00	289,00	0,00	289,00
2005 - 2006	PANQUEHUE	2				0,00			0,00	9,00	6,50	6,00	21,50	21,50	0,00	21,50
2005 - 2006	PUTAENDO	1				0,00			0,00		1,00	1,50	2,50	2,50	0,00	2,50
2005 - 2006	SAN FELIPE	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	SANTA MARIA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	HIJUELAS	1				0,00			0,00		0,80	1,00	1,80	1,80	0,00	1,80
2005 - 2006	CALERA	1				0,00			0,00		1,00	11,00	12,00	12,00	0,00	12,00
2005 - 2006	LA CRUZ	2				0,00	5,00		5,00	2,00	2,20	1,30	5,50	10,50	0,00	10,50
2005 - 2006	LIMACHE	45		0,70		0,70	8,91		9,61	56,00	206,29	308,17	570,46	580,07	0,05	580,12
2005 - 2006	NOGALES	3				0,00			0,00	1,10	4,70	10,30	16,10	16,10	0,00	16,10
2005 - 2006	OLMUE	4				0,00			0,00	3,10	2,70	3,34	9,14	9,14	0,00	9,14
2005 - 2006	QUILLOTA	5				0,00	0,50		0,50		4,05	5,56	9,61	10,11	0,00	10,11
2005 - 2006	CASABLANCA	24		0,60	0,95	1,55	11,35		12,90	167,30	167,81	129,95	465,06	477,96	0,00	477,96
2005 - 2006	CONCON	7	0,08	0,40		0,48	1,40		1,88	0,40	0,80	3,17	4,37	6,25	0,00	6,25
2005 - 2006	PUCHUNCAVI	1				0,00	0,08		0,08				0,00	0,08	0,00	0,08
2005 - 2006	QUILPUE	104	0,05			0,05	11,69		11,74	43,20	104,15	124,75	272,10	283,84	0,00	283,84
2005 - 2006	QUINTERO	8				0,00	3,70		3,70	1,00	48,50	71,30	120,80	124,50	0,00	124,50
2005 - 2006	VALPARAISO	239	5,06	32,28	14,42	51,76	96,93		148,69	14,40	72,91	70,02	157,33	306,02	2,54	308,56
2005 - 2006	VILLA ALEMANA	69				0,00	5,82		5,82	5,60	30,36	62,07	98,03	103,85	0,02	103,87
2005 - 2006	VINA DEL MAR	90	1,20	1,60		2,80	5,14		7,94	4,01	34,02	49,09	87,12	95,06	0,30	95,36
2005 - 2006	JUAN FERNADEZ	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	ALGARROBO	15	5,33	0,05	0,60	5,98	20,96		26,94		5,09	41,94	47,03	73,97	2,59	76,56
2005 - 2006	CARTAGENA	35	0,04		0,01	0,05	103,62		103,67	5,15	105,13	381,88	492,16	595,83	0,00	595,83
2005 - 2006	EL QUISCO	21	10,26			10,26	6,57		16,83		1,87	13,53	15,40	32,23	38,17	70,40
2005 - 2006	EL TABO	11	0,20			0,20	8,51		8,71	0,05	3,53	6,20	9,78	18,49	0,05	18,54
2005 - 2006	SAN ANTONIO	108		0,08	0,53	0,61	79,71		80,32	12,28	40,76	225,20	278,24	358,56	59,60	418,16
2005 - 2006	SANTO DOMINGO	9		0,04	0,10	0,14	5,76		5,90		11,68	123,30	134,98	140,88	0,90	141,78
2005 - 2006	ISLA DE PASCUA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	RANCAGUA	1				0,00			0,00			1,00	1,00	1,00	0,00	1,00
2005 - 2006	MACHALI	12				0,00			0,00	1,50	2,92	2,50	6,92	6,92	0,10	7,02
2005 - 2006	GRANEROS	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	CODEGUA	4				0,00	1,20		1,20		2,20	2,60	4,80	6,00	0,00	6,00
2005 - 2006	MOSTAZAL	4				0,00	1,50		1,50	1,60	3,40	4,80	9,80	11,30	0,50	11,80
2005 - 2006	REQUINOA	19				0,00	0,50		0,50	5,60	20,17	35,85	61,62	62,12	8,00	70,12
2005 - 2006	OLIVAR	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	RENGO	8				0,00	4,60		4,60	6,00	67,60	80,60	154,20	158,80	26,20	185,00
2005 - 2006	QUINTA DE TILCOCO	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	MALLOA	4				0,00			0,00		5,00	10,50	15,50	15,50	0,00	15,50
2005 - 2006	SAN VICENTE TAGUA TAGUA	4				0,00			0,00	0,20	2,80	6,20	9,20	9,20	0,00	9,20
2005 - 2006	DONIHUE	3				0,00			0,00	0,50	3,10	1,90	5,50	5,50	0,00	5,50
2005 - 2006	COINCO	1				0,00			0,00		0,10	2,00	2,10	2,10	0,00	2,10
2005 - 2006	COLTAUCO	17				0,00			0,00	5,77	10,18	2,25	18,20	18,20	0,00	18,20
2005 - 2006	PICHIDEGUA	7				0,00			0,00	0,95	32,65	22,20	55,80	55,80	0,00	55,80
2005 - 2006	PEUMO	3				0,00			0,00		0,45	0,70	1,15	1,15	0,05	1,20
2005 - 2006	LAS CABRAS	23		1,00	0,20	1,20	0,30	0,10	1,60	229,20	155,60	98,20	483,00	484,60	0,50	485,10
2005 - 2006	SAN FERNANDO	12				0,00	1,50		1,50	30,35	39,15	6,20	75,70	77,20	0,10	77,30
2005 - 2006	CHIMBARONGO	1				0,00	1,00		1,00		0,40	0,10	0,50	1,50	0,00	1,50
2005 - 2006	NANCAGUA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	PLACILLA	2				0,00	1,00		1,00		2,20	0,90	3,10	4,10	0,00	4,10
2005 - 2006	CHEPICA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	SANTA CRUZ	6				0,00	2,00		2,00	105,30	224,05	216,85	546,20	548,20	0,00	548,20
2005 - 2006	PALMILLA	1				0,00			0,00	0,50	3,00	0,50	4,00	4,00	0,00	4,00
2005 - 2006	LOLOL	1				0,00	0,50	0,50	1,00		2,00	15,00	17,00	18,00	2,00	20,00
2005 - 2006	PUMANQUE	3		5,00	10,00	15,00	205,00		220,00	200,00	106,00	207,00	513,00	733,00	20,00	753,00
2005 - 2006	PERALILLO	5				0,00	2,00		2,00		2,80	11,50	14,30	16,30	2,00	18,30
2005 - 2006	PICHILEMU	2				0,00	0,70		0,70			0,06	0,06	0,76	0,15	0,91
2005 - 2006	PAREDONES	1				0,00			0,00	0,10	0,15	0,25	0,50	0,50	0,00	0,50
2005 - 2006	MARCHIHUE	6			136,00	136,00	50,20		186,20	110,00	351,00	702,70	1.163,70	1.349,90	305,70	1.655,60
2005 - 2006	LITUECHE	18	0,15		65,00	65,15	6,60	1,00	72,75	23,00	141,09	262,66	426,75	499,50	15,00	514,50
2005 - 2006	LA ESTRELLA	6				0,00			0,00	50,00	680,20	89,50	819,70	819,70	0,00	819,70
2005 - 2006	NAVIDAD	2				0,00			0,00		0,15	0,05	0,20	0,20	0,50	0,70
2005 - 2006	CURICO	15			0,50	0,50	0,10		0,60	37,50	71,95	59,35	168,80	169,40	1,00	170,40
2005 - 2006	RAUCO	4	0,20			0,20	0,80		1,00		37,50	27,70	65,20	66,20	0,00	66,20
2005 - 2006	ROMERAL	9		0,10		0,10	0,50		0,60	3,00	93,27	43,00	139,27	139,87	0,00	139,87
2005 - 2006	TENO	3				0,00			0,00		10,50	8,20	18,70	18,70	0,00	18,70
2005 - 2006	VICHUQUEN	18	3,80	14,05	13,00	30,85	0,40		31,25		2,55	0,61	3,16	34,41	0,00	34,41
2005 - 2006	LICANTEN	13	0,20	0,15	0,85	1,20	1,63		2,83		0,85	2,40	3,25	6,08	1,50	7,58
2005 - 2006	HUALANE	4	7,00	0,30		7,30	0,10		7,40	2,20	63,80	46,80	112,80	120,20	0,80	121,00
2005 - 2006	MOLINA	16				0,00	0,05		0,05	0,15	10,85	9,82	20,82	20,87	0,00	20,87
2005 - 2006	SAGRADA FAMILIA	4				0,00			0,00		3,30	2,75	6,05	6,05	0,00	6,05
2005 - 2006	TALCA	31				0,00	0,80		0,80	7,00	32,36	61,19	100,55	101,35	15,22	116,57
2005 - 2006	SAN CLEMENTE	6		5,00	0,40	5,40	1,00		6,40		8,35	10,20	18,55	24,95	2,50	27,45
2005 - 2006	PELARCO	9		0,04		0,04	2,00		2,04		8,30	12,90	21,20	23,24	0,00	23,24
2005 - 2006	RIO CLARO	28		0,50		0,50	13,10		13,60	2,00	125,92	130,32	258,24	271,84	4,00	275,84
2005 - 2006	PENCAHUE	12	0,05			0,05	0,10	0,01	0,16		3,38	8,72	12,10	12,26	0,00	12,26
2005 - 2006	MAULE	28	30,60			30,60	1,35		31,95	0,10	18,45	33,60	52,15	84,10	0,10	84,20
2005 - 2006	CUREPTO	11	1,00	4,00	0,55	5,55	0,20		5,75		0,65	4,55	5,20	10,95	0,00	10,95
2005 - 2006	CONSTITUCION	62	0,20	0,10	3,89	4,19	3,34		7,53		7,23	6,48	13,71	21,24	1,00	22,24
2005 - 2006	EMPEDRADO	8		0,50	8,70	9,20	1,00		10,20			0,40	0,40	10,60	0,71	11,31
2005 - 2006	SAN RAFAEL	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	LINARES	19		3,00	5,20	8,20	12,90		21,10		20,35	15,85	36,20	57,30	4,00	61,30
2005 - 2006	YERBAS BUENAS	1				0,00			0,00		0,80	0,50	1,30	1,30	0,20	1,50
2005 - 2006	COLBUN	2		0,90		0,90			0,90		0,60	0,10	0,70	1,60	0,00	1,60
2005 - 2006	LONGAVI	7	3,00		0,70	3,70			3,70	0,25	6,40	5,70	12,35	16,05	0,00	16,05
2005 - 2006	PARRAL	16				0,00			0,00	4,65	7,25	16,80	28,70	28,70	1,90	30,60
2005 - 2006	RETIRO	5	1,00			1,00			1,00		8,00	20,01	28,01	29,01	2,00	31,01
2005 - 2006	SAN JAVIER	29	1,00	13,21	17,40	31,61	1,15		32,76		18,46	29,68	48,14	80,90	2,82	83,72
2005 - 2006	VILLA ALEGRE	1				0,00			0,00			0,50	0,50	0,50	0,00	0,50
2005 - 2006	CAUQUENES	20	0,40		1,80	2,20	0,60		2,80		24,10	83,87	107,97	110,77	8,50	119,27
2005 - 2006	CHANCO	12			0,50	0,50			0,50		1,05	0,73	1,78	2,28	4,70	6,98
2005 - 2006	PELLUHUE	11	4,50		6,50	11,00	3,40		14,40	5,50	4,21	0,80	10,51	24,91	17,36	42,27
2005 - 2006	CHILLAN	105			0,60	0,60	0,55	0,40	1,55	0,02	17,17	34,50	51,69	53,24	5,43	58,67
2005 - 2006	PINTO	6	0,03	0,20	1,30	1,53			1,53		0,58	0,10	0,68	2,21	0,00	2,21
2005 - 2006	PORTEZUELO	5		10,60	40,00	50,60	0,80		51,40	80,70	72,20	81,43	234,33	285,73	0,00	285,73
2005 - 2006	SAN CARLOS	5				0,00			0,00		17,33	34,20	51,53	51,53	0,00	51,53
2005 - 2006	NIQUEN	5	0,03			0,03			0,03		3,53	6,00	9,53	9,56	0,00	9,56
2005 - 2006	SAN FABIAN	1	1,50			1,50			1,50	1,00	1,00	0,50	2,50	4,00	0,00	4,00
2005 - 2006	COIHUECO	11	0,20			0,20			0,20	3,70	3,38	3,85	10,93	11,13	1,10	12,23
2005 - 2006	SAN IGNACIO	8	1,50			1,50	0,20	0,40	2,10	0,50	3,66	1,50	5,66	7,76	1,32	9,08
2005 - 2006	EL CARMEN	5	0,70	0,10		0,80	0,30		1,10		3,10	8,15	11,25	12,35	6,40	18,75
2005 - 2006	YUNGAY	15		1,21	0,10	1,31			1,31		3,59	0,34	3,93	5,24	9,02	14,26
2005 - 2006	PEMUCO	15	0,08	0,06		0,14			0,14		0,71	0,54	1,25	1,39	0,89	2,28
2005 - 2006	BULNES	32				0,00	1,18		1,18	0,50	22,18	33,76	56,44	57,62	7,40	65,02
2005 - 2006	QUILLON	46	8,36		2,15	10,51	2,97		13,48	0,15	24,57	10,00	34,72	48,20	10,26	58,46
2005 - 2006	COELEMU	16	1,36	0,40	0,20	1,96	3,71		5,67		2,40	0,61	3,01	8,68	2,10	10,78
2005 - 2006	TREGUACO	8	0,75	0,50	0,15	1,40			1,40			0,31	0,31	1,71	1,00	2,71
2005 - 2006	RANQUIL	12	0,13	0,80		0,93			0,93		4,43	1,62	6,05	6,98	0,00	6,98
2005 - 2006	COBQUECURA	8	1,68		1,90	3,58	19,90		23,48				0,00	23,48	0,25	23,73
2005 - 2006	QUIRIHUE	22			0,02	0,02	0,20		0,22		18,76	6,77	25,53	25,75	8,05	33,80
2005 - 2006	NINHUE	5				0,00			0,00		40,00	22,50	62,50	62,50	1,00	63,50
2005 - 2006	SAN NICOLAS	13	1,80			1,80	0,60		2,40	0,10	4,31	9,16	13,57	15,97	1,80	17,77
2005 - 2006	CHILLAN VIEJO	33				0,00	1,28	0,02	1,30	3,00	12,83	34,94	50,77	52,07	11,00	63,07
2005 - 2006	LOS ANGELES	130	3,64	10,00	0,04	13,68	5,97	1,45	21,10	0,05	26,83	21,46	48,34	69,44	0,84	70,28
2005 - 2006	LAJA	10		0,45	0,80	1,25			1,25		4,65	6,17	10,82	12,07	0,00	12,07
2005 - 2006	SAN ROSENDO	13	1,02	2,32		3,34			3,34		0,16	0,91	1,07	4,41	0,28	4,69
2005 - 2006	YUMBEL	41	1,15	4,48	1,20	6,83	0,42		7,25	0,50	13,08	6,98	20,56	27,81	2,70	30,51
2005 - 2006	CABRERO	98	11,56	7,06	0,82	19,44	0,93	0,06	20,43		18,19	12,78	30,97	51,40	8,18	59,58
2005 - 2006	TUCAPEL	12	9,00			9,00	0,30		9,30		4,83	1,02	5,85	15,15	0,01	15,16
2005 - 2006	QUILLECO	26	0,55			0,55	0,06		0,61	0,40	1,67	0,02	2,09	2,70	0,44	3,14
2005 - 2006	SANTA BARBARA	11	0,60			0,60			0,60	23,50	0,37	7,63	31,50	32,10	0,00	32,10
2005 - 2006	ALTO BIO-BIO															
2005 - 2006	QUILACO	5		0,01		0,01			0,01	1,71	0,10	0,01	1,82	1,83	0,50	2,33
2005 - 2006	MULCHEN	67		2,56	1,75	4,31	4,50		8,81		22,64	6,42	29,06	37,87	30,06	67,93
2005 - 2006	NACIMIENTO	15		3,41		3,41	0,62		4,03	0,30	2,30	0,30	2,90	6,93	3,11	10,04
2005 - 2006	NEGRETE	7			1,50	1,50	1,00		2,50		11,41	7,84	19,25	21,75	0,00	21,75
2005 - 2006	ANTUCO	1				0,00			0,00				0,00	0,00	20,00	20,00
2005 - 2006	CONCEPCION	63	0,20		0,66	0,86	2,22		3,08	4,50	7,82	7,36	19,68	22,76	0,16	22,92
2005 - 2006	TALCAHUANO	34	0,10		0,40	0,50	1,30		1,80	1,10	5,88	6,38	13,36	15,16	0,70	15,86
2005 - 2006	HUALPEN															
2005 - 2006	PENCO	116	0,53	0,31	1,35	2,19	6,92		9,11	0,40	11,32	2,86	14,58	23,69	0,39	24,08
2005 - 2006	TOME	180	2,77	0,60	0,18	3,55	17,71	2,90	24,16	1,23	26,75	5,11	33,09	57,25	45,74	102,99
2005 - 2006	FLORIDA	37	1,55	0,10	0,55	2,20	2,10		4,30	0,90	6,27	1,16	8,33	12,63	5,24	17,87
2005 - 2006	HUALQUI	58	1,00	1,07	0,65	2,72	11,12		13,84	0,30	9,07	2,64	12,01	25,85	18,35	44,20
2005 - 2006	SANTA JUANA	10		0,39		0,39	1,00	0,40	1,79		11,32		11,32	13,11	5,10	18,21
2005 - 2006	LOTA	59				0,00			0,00		4,59	0,24	4,83	4,83	0,02	4,85
2005 - 2006	CORONEL	57	1,27	2,13		3,40	3,38		6,78	2,70	13,86	5,45	22,01	28,79	2,23	31,02
2005 - 2006	SAN PEDRO DE LA PAZ	31	4,60	0,28	1,45	6,33	1,00		7,33		5,30	7,77	13,07	20,40	0,16	20,56
2005 - 2006	CHIGUAYANTE	10				0,00	0,07		0,07		0,78	0,25	1,03	1,10	0,00	1,10
2005 - 2006	LEBU	88	0,20	0,80	0,82	1,82	10,27		12,09		21,70	0,82	22,52	34,61	16,09	50,70
2005 - 2006	CURANILAHUE	125		1,11		1,11	0,94		2,05	0,01	15,68		15,69	17,74	10,56	28,30
2005 - 2006	ARAUCO	44		7,80	1,38	9,18	4,41		13,59		8,43	0,08	8,51	22,10	48,72	70,82
2005 - 2006	LOS ALAMOS	159	3,00	3,32		6,32	4,28		10,60		27,32	4,07	31,39	41,99	10,11	52,10
2005 - 2006	CANETE	90		0,68	0,05	0,73	14,05		14,78	0,32	20,30	2,75	23,37	38,15	130,97	169,12
2005 - 2006	CONTULMO	18	3,00	6,20	1,01	10,21	2,07		12,28		1,24		1,24	13,52	6,69	20,21
2005 - 2006	TIRUA	117	0,20	9,37	0,25	9,82	19,38		29,20	20,15	53,19	1,37	74,71	103,91	14,74	118,65
2005 - 2006	ANGOL	89	2,00	6,19		8,19	5,63		13,82	0,40	7,12	11,08	18,60	32,42	58,61	91,03
2005 - 2006	PUREN	28	2,10	0,35	0,85	3,30	53,27	0,25	56,82	5,45	1,87	2,17	9,49	66,31	45,57	111,88
2005 - 2006	LOS SAUCES	32	0,10	0,19	1,10	1,39	11,45		12,84	0,01	6,75	8,33	15,09	27,93	0,01	27,94
2005 - 2006	RENAICO	7	0,40			0,40			0,40	0,01	0,52	0,37	0,90	1,30	0,20	1,50
2005 - 2006	COLLIPULLI	148	2,35	1,63	0,53	4,51	0,22	0,02	4,75	0,03	7,02	4,23	11,28	16,03	385,62	401,65
2005 - 2006	ERCILLA	122	16,13	1,85	2,22	20,20	11,22		31,42	0,51	42,32	16,34	59,17	90,59	7,79	98,38
2005 - 2006	TRAIGUEN	29	0,09	0,72	0,59	1,40	1,80		3,20		7,75	7,06	14,81	18,01	32,50	50,51
2005 - 2006	LUMACO	91	6,99	23,16	8,81	38,96	13,40		52,36	4,02	28,45	0,83	33,30	85,66	21,22	106,88
2005 - 2006	VICTORIA	96	0,40	0,64	0,27	1,31	0,50		1,81	0,10	8,61	16,51	25,22	27,03	74,32	101,35
2005 - 2006	CURACAUTIN	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	LONQUIMAY	5		13,00		13,00			13,00	36,76	9,00	0,20	45,96	58,96	0,01	58,97
2005 - 2006	TEMUCO	84	0,20	0,60	2,85	3,65	8,91	0,04	12,60	0,15	35,34	2,78	38,27	50,87	5,69	56,56
2005 - 2006	LAUTARO	10		0,20		0,20	0,40		0,60	0,10	1,50	0,30	1,90	2,50	7,71	10,21
2005 - 2006	PERQUENCO	1				0,00			0,00		0,10	0,40	0,50	0,50	4,00	4,50
2005 - 2006	GALVARINO	15	0,79	0,99	0,25	2,03			2,03	0,90	4,51		5,41	7,44	14,87	22,31
2005 - 2006	NUEVA IMPERIAL	6	6,00	0,70		6,70	3,10		9,80	0,60	0,40	3,50	4,50	14,30	2,30	16,60
2005 - 2006	CARAHUE	31	0,31	5,57		5,88	1,32		7,20	5,08	38,14	0,01	43,23	50,43	5,31	55,74
2005 - 2006	SAAVEDRA	0				0,00			0,00				0,00	0,00	0,00	0,00
2005 - 2006	VILCUN	4				0,00			0,00		1,43	1,70	3,13	3,13	1,50	4,63
